location_id,lat,lng,pop_total,pop_households,avg_hh_size,building_count,total_building_area,avg_building_area,residential_count,commercial_count,building_density,poi_bank,poi_bus_stop,poi_hospital,poi_mall,poi_park,poi_pharmacy,poi_restaurant,poi_school,poi_total,competitor_count,dist_nearest_competitor_m,residential_ratio,commercial_ratio,pop_density,signal_count,unique_users,peak_morning_signals,peak_ratio,signals_per_user,dist_nearest_client_m,nearest_client_revenue,dist_nearest_poi_m,predicted_revenue,score
GRID_00171,49.970000000000006,19.819999999999744,1769.0,635.0,3.5098484848484848,255.0,65416.36,256.5347450980392,159.0,26.0,324.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5138.1,0.624,0.102,2252.4,10887.0,214.0,2456.0,0.2305,40.25,6867.2,174053.35,650.1,178188.42043426758,9.2
GRID_00172,49.970000000000006,19.824999999999743,5273.0,1936.0,3.413846153846154,491.0,100151.39,203.97431771894094,318.0,66.0,625.2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5206.7,0.648,0.134,6713.8,10887.0,214.0,2456.0,0.2305,40.25,6910.6,174053.35,422.0,153145.10179461932,7.8
GRID_00173,49.970000000000006,19.829999999999742,10663.0,4059.0,3.127831715210356,549.0,133218.04,242.65581056466303,358.0,76.0,699.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5298.7,0.652,0.138,13576.6,10887.0,214.0,2456.0,0.2305,40.25,6972.1,174053.35,289.0,151207.10849393488,7.7
GRID_00174,49.970000000000006,19.83499999999974,8171.0,3090.0,3.2470394736842105,545.0,112322.04,206.0954862385321,341.0,54.0,693.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5412.9,0.626,0.099,10403.6,10887.0,214.0,2456.0,0.2305,40.25,7051.4,174053.35,495.9,166476.55219597952,8.6
GRID_00175,49.970000000000006,19.83999999999974,4473.0,1608.0,3.597538461538462,546.0,88594.36,162.2607326007326,381.0,20.0,695.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5323.2,0.698,0.037,5695.2,10887.0,214.0,2456.0,0.2305,40.25,7147.7,174053.35,815.7,188588.32248002093,9.8
GRID_00176,49.970000000000006,19.84499999999974,1528.0,411.0,3.9647416413373864,528.0,63151.96,119.60598484848485,411.0,7.0,672.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4974.8,0.778,0.013,1945.5,10887.0,214.0,2456.0,0.2305,40.25,7260.4,174053.35,1158.3,217805.0794473461,11.4
GRID_00177,49.970000000000006,19.84999999999974,1141.0,283.0,4.052346570397112,458.0,54243.47,118.43552401746724,361.0,7.0,583.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4627.9,0.788,0.015,1452.8,10887.0,214.0,2456.0,0.2305,40.25,7388.9,174053.35,1508.3,215698.2294429837,11.3
GRID_00178,49.970000000000006,19.854999999999738,518.0,132.0,3.9242424242424243,225.0,29526.73,131.2299111111111,179.0,3.0,286.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4282.9,0.796,0.013,659.5,10887.0,214.0,2456.0,0.2305,40.25,7516.9,320423.94,1861.6,271225.1630574738,14.4
GRID_00184,49.970000000000006,19.88499999999973,562.0,149.0,3.788652482269504,255.0,33153.67,130.01439215686273,200.0,11.0,324.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2301.0,0.784,0.043,715.6,10887.0,214.0,2456.0,0.2305,40.25,6233.8,320423.94,4000.5,263410.3061765488,14.0
GRID_00185,49.970000000000006,19.88999999999973,670.0,170.0,4.0186335403726705,289.0,37972.76,131.39363321799308,226.0,10.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004.8,0.782,0.035,853.1,10887.0,214.0,2456.0,0.2305,40.25,6067.8,320423.94,4358.1,263002.86977655574,14.0
GRID_00186,49.970000000000006,19.89499999999973,803.0,179.0,4.558139534883721,315.0,43323.95,137.5363492063492,244.0,11.0,401.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1732.2,0.775,0.035,1022.4,10887.0,214.0,2456.0,0.2305,40.25,5918.8,320423.94,4500.7,264733.1235473784,14.1
GRID_00187,49.970000000000006,19.89999999999973,730.0,171.0,4.293452380952381,300.0,43760.76,145.8692,229.0,18.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.3,0.763,0.06,929.5,10887.0,214.0,2456.0,0.2305,40.25,5788.3,320423.94,4215.1,266985.5561566631,14.2
GRID_00188,49.970000000000006,19.904999999999728,548.0,125.0,4.446280991735537,213.0,29846.91,140.12633802816902,163.0,16.0,271.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.9,0.765,0.075,697.7,10887.0,214.0,2456.0,0.2305,40.25,5677.3,320423.94,3941.5,267593.2536340492,14.2
GRID_00197,49.970000000000006,19.94999999999972,694.0,133.0,5.234848484848484,354.0,38889.25,109.8566384180791,220.0,23.0,450.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1085.1,0.621,0.065,883.6,10887.0,214.0,2456.0,0.2305,40.25,5071.9,349740.94,2646.9,297033.53833036375,15.9
GRID_00198,49.970000000000006,19.954999999999718,636.0,117.0,5.456896551724138,274.0,28692.68,104.7178102189781,166.0,8.0,348.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.7,0.606,0.029,809.8,10887.0,214.0,2456.0,0.2305,40.25,5078.2,349740.94,2709.7,297677.53814615874,15.9
GRID_00199,49.970000000000006,19.959999999999717,542.0,95.0,5.73404255319149,194.0,19345.92,99.72123711340205,120.0,9.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.9,0.619,0.046,690.1,10887.0,214.0,2456.0,0.2305,40.25,5109.8,349740.94,2817.1,295627.2360471888,15.8
GRID_00202,49.970000000000006,19.974999999999714,555.0,133.0,4.203846153846154,288.0,28804.62,100.01604166666667,188.0,5.0,366.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2132.9,0.653,0.017,706.6,10887.0,214.0,2456.0,0.2305,40.25,5349.2,349740.94,3355.3,289065.0216612556,15.4
GRID_00203,49.970000000000006,19.979999999999713,546.0,120.0,4.571428571428571,252.0,25487.75,101.14186507936508,170.0,2.0,320.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.4,0.675,0.008,695.2,10887.0,214.0,2456.0,0.2305,40.25,5473.7,349740.94,3588.7,287461.49418350577,15.3
GRID_00204,49.970000000000006,19.98499999999971,555.0,100.0,5.55,231.0,23345.74,101.06380952380952,149.0,3.0,294.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2774.3,0.645,0.013,706.6,10887.0,214.0,2456.0,0.2305,40.25,5505.6,174307.46,3841.5,219555.8958743146,11.5
GRID_00208,49.97500000000001,18.98999999999991,678.0,187.0,3.645945945945946,298.0,34533.28,115.88348993288591,209.0,11.0,379.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3144.7,0.701,0.037,863.3,10887.0,214.0,2456.0,0.2305,40.25,2623.4,130489.86,2719.8,226117.7672524154,11.9
GRID_00236,49.97500000000001,19.12999999999988,1499.0,581.0,3.5785714285714287,240.0,36710.68,152.96116666666666,158.0,16.0,305.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,729.0,0.658,0.067,1908.6,10887.0,214.0,2456.0,0.2305,40.25,12471.2,130489.86,496.3,218961.1748849394,11.5
GRID_00237,49.97500000000001,19.13499999999988,2128.0,855.0,3.3953608247422684,319.0,54190.6,169.87648902821317,210.0,30.0,406.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,408.5,0.658,0.094,2709.5,10887.0,214.0,2456.0,0.2305,40.25,12828.3,130489.86,240.9,170488.10929153065,8.8
GRID_00238,49.97500000000001,19.13999999999988,1184.0,431.0,3.694797687861272,281.0,44456.87,158.20950177935944,191.0,13.0,357.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,243.4,0.68,0.046,1507.5,10887.0,214.0,2456.0,0.2305,40.25,13185.5,130489.86,355.9,174723.89472480776,9.0
GRID_00268,49.97500000000001,19.28999999999985,557.0,119.0,4.680672268907563,239.0,34037.94,142.4181589958159,131.0,1.0,304.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9233.2,0.548,0.004,709.2,10887.0,214.0,2456.0,0.2305,40.25,9888.4,178087.81,2706.4,208443.70764103375,10.9
GRID_00327,49.97500000000001,19.814999999999745,507.0,174.0,3.2465116279069766,177.0,77515.41,437.94016949152547,56.0,58.0,225.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.6,0.316,0.328,645.5,10887.0,214.0,2456.0,0.2305,40.25,6287.1,174053.35,1063.0,247428.54054585134,13.1
GRID_00328,49.97500000000001,19.819999999999744,945.0,300.0,3.588721804511278,351.0,100822.56,287.2437606837607,180.0,77.0,446.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4590.2,0.513,0.219,1203.2,10887.0,214.0,2456.0,0.2305,40.25,6314.2,174053.35,722.2,232263.47814460436,12.2
GRID_00329,49.97500000000001,19.824999999999743,2306.0,775.0,3.5454166666666667,526.0,116903.31,222.24963878326994,310.0,104.0,669.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4666.8,0.589,0.198,2936.1,10887.0,214.0,2456.0,0.2305,40.25,6361.3,174053.35,412.4,222311.41981808288,11.7
GRID_00330,49.97500000000001,19.829999999999742,3770.0,1399.0,3.4195286195286196,618.0,126515.33,204.71736245954693,374.0,117.0,786.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4769.2,0.605,0.189,4800.1,10887.0,214.0,2456.0,0.2305,40.25,6428.1,174053.35,274.8,210841.71925640796,11.0
GRID_00331,49.97500000000001,19.83499999999974,4652.0,1753.0,3.332699619771863,514.0,106042.73,206.30881322957197,311.0,73.0,654.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4895.7,0.605,0.142,5923.1,10887.0,214.0,2456.0,0.2305,40.25,6514.0,174053.35,487.7,198029.12324411853,10.3
GRID_00332,49.97500000000001,19.83999999999974,2294.0,722.0,3.8688212927756656,482.0,75705.13,157.06458506224067,331.0,21.0,613.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5044.6,0.687,0.044,2920.8,10887.0,214.0,2456.0,0.2305,40.25,6618.1,174053.35,810.7,209057.49767368275,10.9
GRID_00333,49.97500000000001,19.84499999999974,1403.0,347.0,4.334328358208955,459.0,53738.18,117.0766448801743,353.0,6.0,584.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4869.5,0.769,0.013,1786.4,10887.0,214.0,2456.0,0.2305,40.25,6739.7,174053.35,1154.8,222301.6992066595,11.7
GRID_00334,49.97500000000001,19.84999999999974,1148.0,272.0,4.231481481481482,444.0,50652.71,114.08268018018018,359.0,5.0,565.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4514.6,0.809,0.011,1461.7,10887.0,214.0,2456.0,0.2305,40.25,6877.9,174053.35,1505.6,218512.62089162017,11.5
GRID_00335,49.97500000000001,19.854999999999738,1023.0,242.0,4.283842794759825,408.0,49212.9,120.61985294117648,333.0,5.0,519.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.3,0.816,0.012,1302.5,10887.0,214.0,2456.0,0.2305,40.25,7031.5,174053.35,1859.3,215826.5682305157,11.3
GRID_00336,49.97500000000001,19.859999999999737,665.0,154.0,4.418439716312057,275.0,34489.13,125.41501818181817,222.0,4.0,350.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3806.7,0.807,0.015,846.7,10887.0,214.0,2456.0,0.2305,40.25,6868.1,320423.94,2214.5,273469.5475159368,14.6
GRID_00339,49.97500000000001,19.874999999999734,569.0,126.0,4.666666666666667,287.0,29053.3,101.23101045296167,210.0,5.0,365.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2753.6,0.732,0.017,724.5,10887.0,214.0,2456.0,0.2305,40.25,6161.6,320423.94,3284.4,271579.89673409733,14.5
GRID_00340,49.97500000000001,19.879999999999733,704.0,174.0,4.083333333333333,344.0,37794.96,109.86906976744186,246.0,7.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2406.8,0.715,0.02,896.4,10887.0,214.0,2456.0,0.2305,40.25,5950.6,320423.94,3641.8,270030.9272784394,14.4
GRID_00341,49.97500000000001,19.88499999999973,674.0,175.0,3.8802395209580838,300.0,34338.44,114.46146666666668,222.0,10.0,382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.1,0.74,0.033,858.2,10887.0,214.0,2456.0,0.2305,40.25,5754.3,320423.94,3999.3,266999.6319071191,14.2
GRID_00342,49.97500000000001,19.88999999999973,650.0,178.0,3.6742857142857144,294.0,37344.6,127.02244897959183,221.0,9.0,374.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1727.8,0.752,0.031,827.6,10887.0,214.0,2456.0,0.2305,40.25,5574.0,320423.94,4357.0,266299.02381622826,14.2
GRID_00343,49.97500000000001,19.89499999999973,813.0,217.0,3.769377990430622,385.0,55436.82,143.99174025974025,295.0,11.0,490.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402.4,0.766,0.029,1035.1,10887.0,214.0,2456.0,0.2305,40.25,5411.5,320423.94,4199.9,271045.2249231128,14.4
GRID_00344,49.97500000000001,19.89999999999973,978.0,254.0,3.902066115702479,449.0,65465.89,145.80376391982182,331.0,24.0,571.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.8,0.737,0.053,1245.2,10887.0,214.0,2456.0,0.2305,40.25,5268.4,320423.94,3892.4,274611.8846023238,14.6
GRID_00345,49.97500000000001,19.904999999999728,763.0,198.0,3.88860103626943,383.0,57617.73,150.43793733681463,268.0,39.0,487.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,0.7,0.102,971.5,10887.0,214.0,2456.0,0.2305,40.25,5146.3,320423.94,3594.3,276682.0119758656,14.7
GRID_00347,49.97500000000001,19.914999999999726,547.0,118.0,4.641025641025641,236.0,39761.51,168.4809745762712,178.0,14.0,300.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.7,0.754,0.059,696.5,10887.0,214.0,2456.0,0.2305,40.25,4971.0,320423.94,3037.4,282732.4018005832,15.1
GRID_00348,49.97500000000001,19.919999999999725,534.0,110.0,4.862385321100917,251.0,34246.06,136.43848605577688,211.0,4.0,319.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.3,0.841,0.016,679.9,10887.0,214.0,2456.0,0.2305,40.25,4920.3,320423.94,2786.5,282499.6887580943,15.1
GRID_00353,49.97500000000001,19.94499999999972,720.0,91.0,7.961111111111111,332.0,32544.16,98.02457831325302,222.0,11.0,422.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.6,0.669,0.033,916.7,10887.0,214.0,2456.0,0.2305,40.25,4537.5,349740.94,2076.2,309112.32706204976,16.6
GRID_00354,49.97500000000001,19.94999999999972,753.0,93.0,8.146739130434783,366.0,36898.85,100.8165300546448,239.0,15.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.3,0.653,0.041,958.8,10887.0,214.0,2456.0,0.2305,40.25,4516.2,349740.94,2095.3,310220.4263441298,16.6
GRID_00355,49.97500000000001,19.954999999999718,671.0,90.0,7.50561797752809,283.0,28831.21,101.87706713780918,178.0,10.0,360.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.6,0.629,0.035,854.3,10887.0,214.0,2456.0,0.2305,40.25,4523.3,349740.94,2174.2,308649.34985524724,16.5
GRID_00356,49.97500000000001,19.959999999999717,831.0,130.0,6.4186046511627906,315.0,31328.7,99.45619047619049,213.0,8.0,401.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926.8,0.676,0.025,1058.1,10887.0,214.0,2456.0,0.2305,40.25,4558.7,349740.94,2306.6,303142.80232165504,16.2
GRID_00357,49.97500000000001,19.964999999999716,692.0,118.0,5.864406779661017,275.0,28370.01,103.16367272727273,194.0,7.0,350.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.3,0.705,0.025,881.1,10887.0,214.0,2456.0,0.2305,40.25,4621.6,349740.94,2484.1,300629.25502505014,16.1
GRID_00358,49.97500000000001,19.969999999999715,603.0,117.0,5.168103448275862,241.0,25074.21,104.04236514522822,177.0,3.0,306.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.9,0.734,0.012,767.8,10887.0,214.0,2456.0,0.2305,40.25,4711.0,349740.94,2697.8,297268.92389952025,15.9
GRID_00360,49.97500000000001,19.979999999999713,570.0,101.0,5.68,240.0,23707.5,98.78125,177.0,1.0,305.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2257.8,0.738,0.004,725.7,10887.0,214.0,2456.0,0.2305,40.25,4963.2,349740.94,3203.6,294333.573922181,15.7
GRID_00361,49.97500000000001,19.98499999999971,708.0,105.0,6.75,287.0,28833.49,100.46512195121952,207.0,2.0,365.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2607.6,0.721,0.007,901.5,10887.0,214.0,2456.0,0.2305,40.25,4984.1,174307.46,3484.3,226398.99405638315,11.9
GRID_00362,49.97500000000001,19.98999999999971,533.0,82.0,6.506172839506172,264.0,25834.83,97.85920454545455,176.0,2.0,336.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2959.5,0.667,0.008,678.6,10887.0,214.0,2456.0,0.2305,40.25,4865.3,174307.46,3778.3,227510.2570019491,12.0
GRID_00366,49.98000000000001,18.94499999999992,1373.0,490.0,3.1216867469879515,515.0,92264.72,179.15479611650485,303.0,62.0,655.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,704.2,0.588,0.12,1748.2,10887.0,214.0,2456.0,0.2305,40.25,1845.8,130489.86,278.9,245991.2285371481,13.0
GRID_00367,49.98000000000001,18.949999999999918,1344.0,473.0,3.1586614173228345,550.0,103748.95,188.63445454545453,289.0,79.0,700.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,751.0,0.525,0.144,1711.2,10887.0,214.0,2456.0,0.2305,40.25,1712.9,130489.86,344.2,286482.1811929759,15.3
GRID_00368,49.98000000000001,18.954999999999917,838.0,266.0,3.4777777777777774,448.0,88493.84,197.53089285714285,214.0,71.0,570.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,942.8,0.478,0.158,1067.0,10887.0,214.0,2456.0,0.2305,40.25,1648.7,130489.86,645.0,288199.2086633059,15.4
GRID_00387,49.98000000000001,19.049999999999898,508.0,109.0,4.701904761904761,248.0,42588.1,171.72620967741935,123.0,17.0,315.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6471.5,0.496,0.069,646.8,10887.0,214.0,2456.0,0.2305,40.25,6887.2,130489.86,1249.3,220408.88668251154,11.6
GRID_00404,49.98000000000001,19.13499999999988,601.0,169.0,3.5654761904761907,282.0,30801.29,109.22443262411348,191.0,2.0,359.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,862.7,0.677,0.007,765.2,10887.0,214.0,2456.0,0.2305,40.25,12886.7,130489.86,786.2,220722.30399859615,11.6
GRID_00405,49.98000000000001,19.13999999999988,865.0,248.0,3.4879032258064515,434.0,47372.16,109.15244239631338,284.0,4.0,552.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,797.9,0.654,0.009,1101.4,10887.0,214.0,2456.0,0.2305,40.25,13242.3,130489.86,828.7,218348.48787089123,11.5
